Taxon,Taxonomic.status,Taxon.update,Taxon.notes,LA,leafC,leafN.mg.g,height,rootC,rootN.mg.g,seed.dry.mass,SLA,leaf.thickness,root.depth,RTD,fineRTD,LDMC,SRL,fineSRL,rootDiam,Fine.root.C.N.ratio,Root.Shoot.Ratio,Notes,Notes.2,,,
NASSELLA VIRIDULA,Accepted,NASSELLA VIRIDULA,,,,,0.6096,,,2.729464869,,,0.3556,0.517363388,,,54.89286067,,0.23675,,,"RTD, SRL, Diam from groot",,,,
NAVARRETIA INTERTEXTA SSP. PROPINQUA,Accepted,NAVARRETIA INTERTEXTA SSP. PROPINQUA,,,,,,,,,,,,,,,,,,,,,,,,
NEOTTIA OVATA,Accepted,NEOTTIA OVATA,,3612.756,,,0.32,,,,30.18571429,,,,,0.11642,,,,,,,,,,
NEPTUNIA LUTEA,Accepted,NEPTUNIA LUTEA,,,,,,,,,,,,,,,,,,,,,,,,
NEURACHNE ALOPECUROIDEA,Accepted,NEURACHNE ALOPECUROIDEA,,,,,,,,,,,,,,,,,,,,,,,,
NOTHOCALAIS TROXIMOIDES,Accepted,NOTHOCALAIS TROXIMOIDES,,,,,,,,2.85,,,,,,,,,,,,,,,,
NOTICASTRUM SERICEUM,Accepted,NOTICASTRUM SERICEUM,,,,30.175,,,,,36.99,,,,,,,,,,,,,,,
OLDENLANDIA PTEROSPORA,Accepted,OLDENLANDIA PTEROSPORA,,,,,,,,0.27,,,,,,,,,,,,,,,,
ONONIS MINUTISSIMA,Accepted,ONONIS MINUTISSIMA,,,,,,,,,,,,,,,,,,,,,,,,
OPUNTIA PHAEACANTHA,Accepted,OPUNTIA PHAEACANTHA,,,,,,,,20.15,,,,,,,,,,,,,,,,
OPUNTIA POLYACANTHA,Accepted,OPUNTIA POLYACANTHA,,,,,0.6096,,,10.38171914,,,0.3048,,,,,,,,,,,,,
OREOCHLOA DISTICHA,Accepted,OREOCHLOA DISTICHA,,,,,0.115,,,,9.2,,,,,,,,,,,,,,,
ORTHOCARPUS TOLMIEI,Accepted,ORTHOCARPUS TOLMIEI,,,,,,,,0.39,,,,,,,,,,,,,,,,
OTTLEYA STRIGOSA,Accepted,OTTLEYA STRIGOSA,,,,,,,,,,,,,,,,,,,,,,,,
OXALIS ACETOSELLA,Accepted,OXALIS ACETOSELLA,,806,460.3514279,28.21760537,0.104166667,,5.86667,1.149666667,64.32508321,0.116833333,,,,0.130571501,,,,,,,,,,
OXALIS CONORRHIZA,Accepted,OXALIS CONORRHIZA,,,,,0.1176,,,,42.67,,,,,,,,,,,,,,,
OXALIS DILLENII,Accepted,OXALIS DILLENII,,,,,0.188478161,,,0.220520833,41.82566697,0.08,,,,0.172479399,,,,,,,,,,
OXALIS ENNEAPHYLLA,Accepted,OXALIS ENNEAPHYLLA,,,,,,,,,,,,,,,,,,,,,,,,
OXALIS STRICTA,Accepted,OXALIS STRICTA,,,,,0.4,,,0.191666667,,,,,,,,,,,,,,,,
OXYTHECA PERFOLIATA,Accepted,OXYTHECA PERFOLIATA,,,,,,,,0.405,,,,,,,,,,,,,,,,
PACKERA CANA,Accepted,PACKERA CANA,,,,,0.4572,,,0.618610306,,,0.3048,,,,,,,,,,,,,
PANICUM ACUMINATUM,Accepted,PANICUM ACUMINATUM,,259.2476635,452.1332424,17.50836364,0.238666667,,,0.307772727,21.67056595,,,,,,,,,65.05603799,0.239290273,,,,,
PANICUM BERGII,Accepted,PANICUM BERGII,,,,,,,,,,,,,,,,,,,,,,,,
PANICUM BRACHYANTHUM,Accepted,PANICUM BRACHYANTHUM,,,,,,,,,,,,,,,,,,,,,,,,
PANICUM CAPILLARE,Accepted,PANICUM CAPILLARE,,,414.7604904,17.0314031,0.43545,,,0.288157576,27.43942379,,,0.14,,0.306322317,218,,0.1917,,,"RTD, SRL, Diam from groot",,,,
PANICUM COMMUTATUM,Accepted,PANICUM COMMUTATUM,,,,,1.49352,,,2.156659765,,,,,,,,,,,,,,,,
PANICUM GOUINII,Accepted,PANICUM GOUINII,,,,,,,,,,,,,,,,,,,,,,,,
PANICUM HIRTICAULE,Accepted,PANICUM HIRTICAULE,,,,,,,,0.71,,,,,,,,,,,,,,,,
PANICUM OLIGOSANTHES,Accepted,PANICUM OLIGOSANTHES,,277.6981102,447.4081176,17.37461517,0.279833334,,,1.25025,22.63325572,,,,,0.286107543,,,,72.72974789,0.174156834,,,,,
PANICUM SABULORUM,Accepted,PANICUM SABULORUM,,,,,0.258884374,,,,,0.112804878,,,,,,,,,,,,,,
PANICUM URVILLEANUM,Accepted,PANICUM URVILLEANUM,,,,,,,,,,,,,,,,,,,,,,,,
PANICUM VIRGATUM,Accepted,PANICUM VIRGATUM,,824.8292916,449.258375,13.38217228,1.023,461.1,7.8,1.295431597,20.56849485,0.14,0.3048,0.32898758,,0.586487741,120.510799,,0.2,,,"RTD, SRL from groot",,,,
PAPPOPHORUM CAESPITOSUM,Accepted,PAPPOPHORUM CAESPITOSUM,,,,20.7,,,,,10.705,,,,,,,,,,,,,,,
PAPPOPHORUM KRAPOVICKASII,Accepted,PAPPOPHORUM KRAPOVICKASII,,,,,,,,0.71,,,,,,,,,,,,,,,,
PAPPOPHORUM MUCRONULATUM,Accepted,PAPPOPHORUM MUCRONULATUM,,,,,,,,1.64,,,,,,,,,,,,,,,,
PAPPOSTIPA SPECIOSA,Unresolved,,"synonym: Stipa speciosa, synonym already listed, at different sites",,,,0.6096,,,3.624294149,4.202740187,0.42,0.254,,,,,,,,,,,,,
PARTHENIUM INTEGRIFOLIUM,Accepted,PARTHENIUM INTEGRIFOLIUM,,,,,,,,3.08,,,1.8,,,,,,,,,depth from groot,,,,
PASCOPYRUM SMITHII,Synonym,ELYMUS SMITHII,"synonym already list, at different sites",,,,,369.5750046,11.27963185,,,,,0.206075395,,,98.45252098,,0.175766667,,,"RootC and N, RTD , SRL, Diam from groot",,,,
PASPALIDIUM CLEMENTII,Accepted,PASPALIDIUM CLEMENTII,,,,,,,,0.6065,,,,,,,,,,,,,,,,
PASPALIDIUM PALUDIVAGUM,Accepted,PASPALIDIUM PALUDIVAGUM,,,,,,,,,,,,,,,,,,,,,,,,
PASPALUM DILATATUM,Accepted,PASPALUM DILATATUM,,,,,0.4722,,8.133333333,1.513530762,,,0.1524,0.102,,,18.37,,,,,"RootN, RTD, SRL, from groot",,,,
PASPALUM GARDNERIANUM,Accepted,PASPALUM GARDNERIANUM,,,,,,,,,,,,,,,,,,,,,,,,
PASPALUM QUADRIFARIUM,Accepted,PASPALUM QUADRIFARIUM,,,,10,,,,,2.825,,,,,,,,,,,,,,,
PASPALUM SETACEUM,Accepted,PASPALUM SETACEUM,,,,,,,,0.98,,,,,,,,,,,,,,,,
PASPALUM VAGINATUM,Accepted,PASPALUM VAGINATUM,,,,,0.03048,,,1.09660666,,,0.1524,,,,,,,,,,,,,
PAVONIA CYMBALARIA,Accepted,PAVONIA CYMBALARIA,,,,,,,,,,,,,,,,,,,,,,,,
PECTOCARYA HETEROCARPA,Accepted,PECTOCARYA HETEROCARPA,,,,,,,,,,,,,,,,,,,,,,,,
PECTOCARYA LINEARIS,Accepted,PECTOCARYA LINEARIS,,,,,,,,,,,,,,,,,,,,,,,,
PECTOCARYA PLATYCARPA,Accepted,PECTOCARYA PLATYCARPA,,,,,,,,0.539,,,,,,,,,,,,,,,,
PECTOCARYA RECURVATA,Accepted,PECTOCARYA RECURVATA,,,,,,,,0.78,,,,,,,,,,,,,,,,
PECTOCARYA SETOSA,Accepted,PECTOCARYA SETOSA,,,,,,,,,,,,,,,,,,,,,,,,
PEDICULARIS SYLVATICA,Accepted,PEDICULARIS SYLVATICA,,12,,,0.161666667,,24.01,0.97425,11.55,,,,,0.162,,,,,,RootN from groot,,,,
PELARGONIUM RODNEYANUM,Unresolved,,NA,,,,,,,,,,,,,,,,,,,,,,,
PENSTEMON ALBIDUS,Accepted,PENSTEMON ALBIDUS,,,,,,,,0.6,,,,,,,,,,,,,,,,
PENSTEMON GRACILIS,Accepted,PENSTEMON GRACILIS,,,,,,,,0.06,,,,,,,,,,,,,,,,
PENTANISIA ANGUSTIFOLIA,Accepted,PENTANISIA ANGUSTIFOLIA,,,,,,,,7.2,,,,,,,,,,,,,,,,
PERAMA HIRSUTA,Accepted,PERAMA HIRSUTA,,,,,,,,,,,,,,,,,,,,,,,,
PEREZIA RECURVATA,Accepted,PEREZIA RECURVATA,,,,,,,,,,0.22,,,,,,,,,,,,,,
PERIDERIDIA OREGANA,Accepted,PERIDERIDIA OREGANA,,,,,,,,1.9895,,,,,,,,,,,,,,,,
PERSICARIA VIVIPARA,Accepted,PERSICARIA VIVIPARA,,,,,,,,,,,,,,,,,,,,,,,,
PETALOSTEMON CANDIDUS,Accepted,PETALOSTEMON CANDIDUS,,,,,,,,,,,1.7018,,,,,,,,,depth from groot,,,,
PETALOSTEMON PURPUREUS,Accepted,PETALOSTEMON PURPUREUS,,,,,,,,,,,1.9812,,,,,,,,,depth from groot,,,,
PHALARIS ARUNDINACEA,Accepted,PHALARIS ARUNDINACEA,,3366,440.7868865,27.64461715,1.564054762,,,0.701935479,21.45431499,,0.3556,0.181670595,,0.501684075,159.3597052,6690.374665,0.252341667,,,"RTD, SRL, Diam from groot",,,,
PHALARIS CAROLINIANA,Accepted,PHALARIS CAROLINIANA,,,,,,,,,,,,,,,,,,,,,,,,
PHEBALIUM SQUAMULOSUM,Unresolved,brookdale.ca,synonym: Eriostemon lepidotus,65.4907,,,1.375,,,1.143,4.958314675,,,,,,,,,,,,,,,
PHLEUM ALPINUM,Accepted,PHLEUM ALPINUM,,220.316,480.1262042,24.71901341,0.19724,424.1432219,9.103855654,0.367538286,20.58967646,0.17075,0.254,,,0.358009591,73.35000002,,,,,"RootC and N, SRL from groot",,,,
PHLEUM PRATENSE,Accepted,PHLEUM PRATENSE,,336.625,456.3247103,18.59699785,0.844195238,414.4333333,9.9,0.395387807,23.72403526,0.088333333,0.254,0.155576899,,0.302557054,393.5587203,,0.133333333,,0.427,"RTD, SRL from groot",,,,
PHLOX HOODII,Accepted,PHLOX HOODII,,,,,,,,1,,,0.54,0.180454545,,,107.0545926,,0.2647,,,"depth, RTD, SRL, Diam from groot",,,,
PHLOX MULTIFLORA,Accepted,PHLOX MULTIFLORA,,,,,,,,,,,,,,,,,,,,,,,,
PHRAGMITES AUSTRALIS,Accepted,PHRAGMITES AUSTRALIS,,6640.425,410.4,25.29984195,2.600709333,400.0475,13.1,0.55175,13.81737428,0.217777778,0.508,0.126872908,,0.41146125,322.7959115,,0.18602,,,"RootC, RTD, SRL, Diam from groot",,,,
PHYLA CANESCENS,Accepted,PHYLA CANESCENS,,,,,,,,,,,,,,,,,,,,,,,,
PHYLA NODIFLORA,Accepted,PHYLA NODIFLORA,,,,,0.06096,,,0.417,,,0.1524,,,,,,,,,,,,,
PHYLLANTHUS POLYGONOIDES,Accepted,PHYLLANTHUS POLYGONOIDES,,,,,,,,,,,,,,,,,,,,,,,,
PHYSALIS HEDERIFOLIA,Accepted,PHYSALIS HEDERIFOLIA,,,,,,,,,,,,,,,,,,,,,,,,
PHYSARIA GORDONII,Accepted,PHYSARIA GORDONII,,,,,,,,0.665,,,,,,,,,,,,,,,,
PHYTEUMA HEMISPHAERICUM,Accepted,PHYTEUMA HEMISPHAERICUM,,,,,0.1,,,0.101,,,,,,,,,,,,,,,,
PICEA ABIES,Accepted,PICEA ABIES,,22.2,520.7541946,13.01773524,32.57365602,449.705,8.231665,8.246697464,5.074959129,0.714389554,0.7112,0.289806897,,,16.43077549,,0.727774529,37.1,,"RTD, SRL, diam from groot",,,,
PICRIS HIERACIOIDES,Accepted,PICRIS HIERACIOIDES,,1275.934545,432,24.26606649,0.6522,426.8,12.13,0.935321429,23.72696535,,,0.0725,,0.175369615,193.765,,0.45557832,,,"RootC and N, RTD, SRL, Diam from groot",,,,
PILOSELLA AURANTIACA,Accepted,PILOSELLA AURANTIACA,,1815.125,,,0.358333333,,,0.138166667,29.759314,,,,,0.161900947,,,,,,,,,,
PILOSELLA PILOSELLOIDES,Accepted,PILOSELLA PILOSELLOIDES,,589.85,,,0.455,,,0.72,27.17333333,,,0.187679414,,0.208311667,13.38170314,,,,,"RTD, SRL from groot",,,,
PIMELEA ALPINA,Accepted,PIMELEA ALPINA,,,,,,,,,,,,,,,,,,,,,,,,
PIMELEA HUMILIS,Accepted,PIMELEA HUMILIS,,,,,,,,,,,,,,,,,,,,,,,,
PIMPINELLA SAXIFRAGA,Accepted,PIMPINELLA SAXIFRAGA,,2609.5,437.8666667,21.22166667,0.445,385.2,3.322678571,1.235127778,21.46439541,,,0.315348446,,0.2855,149.6596103,,0.228622222,,,"RootC and N, RTD, SRL, diam from groot",,,,
PINUS HALEPENSIS,Accepted,PINUS HALEPENSIS,,,523.5369973,13.51749374,20.83333333,,11.83333333,21.02131667,8.860462216,0.5947,,,,,,,,,,RootN from groot,,,,
PINUS PALUSTRIS,Accepted,PINUS PALUSTRIS,,,,10.6,23.39466667,,8.497036038,100.6199908,4.492397729,,1.016,,,,13.76,,0.71,,,"RootN, SRL, Diam from groot",,,,
PIPTOCHAETIUM NAPOSTAENSE,Accepted,PIPTOCHAETIUM NAPOSTAENSE,,,,,,,,6.28,,,0.6,,,,,,,,,depth from groot,,,,
PITYOPSIS ASPERA,Unresolved,,a few different synonyms,,,,,,,,,,,,,,,,,,,,,,,
PLAGIOBOTHRYS ARIZONICUS,Accepted,PLAGIOBOTHRYS ARIZONICUS,,,,,,,,1.8235,,,,,,,,,,,,,,,,
PLAGIOTHECIUM UNDULATUM,Accepted,PLAGIOTHECIUM UNDULATUM,,,,,,,,,,,,,,,,,,,,,,,,
PLANTAGO EURYPHYLLA,Unresolved,,NA,,382.18435,45.18531954,,374.3149917,39.26273667,,15.9845175,,,,,0.170101217,,,,,,,,,,
PLANTAGO LANCEOLATA,Accepted,PLANTAGO LANCEOLATA,,2567,413.4820201,25.25243188,0.320146825,360.1703583,23.59846931,1.601957942,20.34642969,0.280583333,0.57,0.138912722,,0.145895971,225.0999155,,0.228368317,,0.556,"depth, RTD, SRL diam from groot",,,,
PLANTAGO MEDIA,Accepted,PLANTAGO MEDIA,,4827.666667,423.42,21.618,0.343555556,420.0148,20.97373175,0.341608333,19.41312728,,,0.14470696,,0.145333333,247.0511695,,0.251542857,,,"rootC and N, RTD, SRL diam from groot",,,,
PLANTAGO MYOSUROS,Accepted,PLANTAGO MYOSUROS,,,,,,,,,,,,,,,,,,,,,,,,
PLANTAGO OVATA,Accepted,PLANTAGO OVATA,,,,,,,,1.9,,,,,,,,,,,,,,,,
PLANTAGO PATAGONICA,Accepted,PLANTAGO PATAGONICA,,,,16.75319,0.1524,,,0.541610306,7.068,,0.1524,0.406666667,,,171.778132,,0.173233333,,,"RTD, SRL,Diam from groot",,,,
PLANTAGO RHODOSPERMA,Accepted,PLANTAGO RHODOSPERMA,,,,,,,,0.825,,,,,,,,,,,,,,,,
PLANTAGO VIRGINICA,Accepted,PLANTAGO VIRGINICA,,,,,,,,0.47,,,,,,,,,,,,,,,,
PLEUROZIUM SCHREBERI,Accepted,PLEUROZIUM SCHREBERI,,,,,,,,,,,,,,,,,,,,,,,,
POA ALPINA,Accepted,POA ALPINA,,125.84,,,0.298831111,,12.54,0.387766976,21.51150438,0.1825,0.254,,,0.276270112,,,,,0.442,root N from groot,,,,
POA ANGUSTIFOLIA,Accepted,POA ANGUSTIFOLIA,,429.5,,12.95,0.48,,,0.176752962,20.11666667,,,0.316453559,,0.4245,657.7263061,,0.113446154,,,"RTD, SRL, diam from groot",,,,
POA BULBOSA,Accepted,POA BULBOSA,,16.19333333,435.83,17.70666667,0.3224,,10.49,0.959475828,21.09,,0.2032,,,0.213673333,,,,,,root N from groot,,,,
POA COMPRESSA,Accepted,POA COMPRESSA,,170,,,0.44515,395.7017517,8.044205308,0.204594795,18.48558443,,0.254,,,0.338475742,54.78892979,,,,0.593,"RootC and N, SRL from groot",,,,
POA CUSICKII,Accepted,POA CUSICKII,,,,,,,,0.54,,0.125,,0.35709192,,,134.2380045,,0.1684,,,"RTD, SRL, diam from groot",,,,
POA HIEMATA,Accepted,POA HIEMATA,,,,,,,,0.378,,,,,,,,,,,,,,,,
POA HOTHAMENSIS,Accepted,POA HOTHAMENSIS,,,,,,,,0.39,,,,,,,,,,,,,,,,
POA LANIGERA,Accepted,POA LANIGERA,,,,,,,,,,,,,,,,,,,,,,,,
POA LIGULARIS,Accepted,POA LIGULARIS,,,,,1.2,,10.4,0.415,6.944926731,0.4825,0.7,,,,,,,,,"RootN, depth from groot",,,,
POA PRATENSIS,Accepted,POA PRATENSIS,,713.4146424,436.9772675,23.54782855,0.45040671,370.9763391,8.686666667,0.281529245,21.52142033,0.17685,0.254,0.107208566,,0.271785764,312.2654633,,0.196318683,42.55875267,0.037,"RootC, RTD, SRL, Diam from groot",,,,
POA SECUNDA,Synonym,PSEUDOSCLEROCHLOA RUPESTRIS,Synonym,,,,0.42672,,,0.494194796,,0.114,0.254,,,,,,,,,,,,,
POA SPICIFORMIS,Accepted,POA SPICIFORMIS,,,,,,,,,,,,,,,,,,,,,,,,
POA TRIVIALIS,Accepted,POA TRIVIALIS,,156.5,405.3998725,34.02187304,0.640983219,389.4304167,31.34075583,0.184374264,38.18960088,0.10375,0.3048,0.080269491,,0.315808801,601.5858444,,0.173758288,,,"RTD, SRL, diam from groot",,,,
POLYGALA ALBA,Accepted,POLYGALA ALBA,,,,,,,,0.7,,,,,,,,,,,,,,,,
POLYGALA CONFUSA,Accepted,POLYGALA CONFUSA,,,,,,,,,,,,,,,,,,,,,,,,
POLYGALA DARWINIANA,Accepted,POLYGALA DARWINIANA,,,,,,,,,,,,,,,,,,,,,,,,
POLYGALA HOTTENTOTTA,Accepted,POLYGALA HOTTENTOTTA,,,,,,,,,,,,,,,,,,,,,,,,
POLYGALA LONGICAULIS,Accepted,POLYGALA LONGICAULIS,,,,,,,,,,,,,,,,,,,,,,,,
POLYGALA RUPESTRIS,Accepted,POLYGALA RUPESTRIS,,,,,10.58,,,2.88,,,,,,,,,,,,,,,,
POLYGALA VULGARIS,Accepted,POLYGALA VULGARIS,,53.22625,,,0.172916667,,,1.780202667,19.02952398,,,,,0.253637847,,,,,,,,,,
POLYGONUM ARENARIUM,Accepted,POLYGONUM ARENARIUM,,,,,,,,,,,,,,,,,,,,,,,,
POLYGONUM THUNBERGII,Accepted,POLYGONUM THUNBERGII,,,,,,,,,,,,,,,,,,,,,,,,
POLYPOGON ELONGATUS,Accepted,POLYPOGON ELONGATUS,,,,,,,,0.17,,,,,,,,,,,,,,,,
POLYPREMUM PROCUMBENS,Accepted,POLYPREMUM PROCUMBENS,,,,,,,,,,,,,,,,,,,,,,,,
POLYTRICHUM COMMUNE,Accepted,POLYTRICHUM COMMUNE,,,542.994842,10.81008333,0.02,,,,,,0.02,,,,,,,,,,,,,
POMARIA JAMESII,Accepted,POMARIA JAMESII,,,,,,,,,16.30169355,,1.95,,,,,,0.8607,,,"SLA, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from groot,,,
POPULUS BALSAMIFERA,Accepted,POPULUS BALSAMIFERA,,,,19.51392074,23.60516667,,22.98027778,0.24,10.68931571,,0.881,,,,90,,0.16,,,"RootN, SRL, diam from groot",,,,
POTENTILLA ANSERINA,Accepted,POTENTILLA ANSERINA,,6262.75,462.095,26.20897891,0.277222222,,,0.846933333,17.47534074,0.261,,,,0.221989,,,,,,,,,,
POTENTILLA AUREA,Accepted,POTENTILLA AUREA,,1033.466667,460.64,30.417,0.0915,,,,22.13904012,,0.55,,,0.248973333,,,,,,depth from groot,,,,
POTENTILLA ERECTA,Accepted,POTENTILLA ERECTA,,148.5,447.1034495,25.74581524,0.203633333,,9.89,0.46144375,22.4188617,0.151666667,,,,0.26999508,,,,,,rootN from groot,,,,
POTENTILLA GRANDIFLORA,Accepted,POTENTILLA GRANDIFLORA,,,,,,,,0.166,,,,,,,,,,,,,,,,
POTENTILLA REPTANS,Accepted,POTENTILLA REPTANS,,2176.5,414.5742644,24.6133503,0.274083333,,,0.282122222,23.567332,,,,,0.240411,,1029.85364,,,,,,,,
PRENANTHELLA EXIGUA,Accepted,PRENANTHELLA EXIGUA,,,,,,,,,,,,,,,,,,,,,,,,
PRIMULA GLUTINOSA,Accepted,PRIMULA GLUTINOSA,,,,,,,,,13.58757528,,,,,,,,,,,,,,,
PRIMULA VERIS,Accepted,PRIMULA VERIS,,4080.666667,,,0.206597778,,15.94,0.867926667,23.12304233,0.12976,,,,0.214666667,,,,,,rootN from groot,,,,
PROSOPIS GLANDULOSA,Accepted,PROSOPIS GLANDULOSA,,,,29.56111,,,,69.6675,,,3.828571429,,,,,,,,,depth from groot,,,,
PROSOPIS PUGIONATA,Accepted,PROSOPIS PUGIONATA,,,,,,,,,,,,,,,,,,,,,,,,
PROSOPIS TORQUATA,Accepted,PROSOPIS TORQUATA,,,,,,,,,19.17539258,0.204188333,,,,,,,,,,,,,,
PRUNELLA VULGARIS,Accepted,PRUNELLA VULGARIS,,675.3333333,,16.811555,0.250255556,420.6676007,5.87871,0.904925132,22.91466839,0.149,0.254,0.105496279,,0.161865448,223.0600732,,0.294300536,,0.249,"RootC, RTD, SRL, diam from groot",,,,
PRUNUS AVIUM,Accepted,PRUNUS AVIUM,,,461.9,19.905,21.58,573.180209,16.31737717,250.4632583,17.85468368,0.144,1,0.478190144,,,67.25273793,,1.4712125,,,"RootC and N,depth, RTD, SRL, diam from groot",,,,
PRUNUS SEROTINA,Accepted,PRUNUS SEROTINA,,2543.644611,468.9835455,23.82666526,16.68757143,,1.37,110.8304801,18.67550715,0.147803736,0.9144,0.211926394,,0.321963135,22.99360276,,0.523048214,,,"RootC, RTD, SRL, diam from groot",,,,
PSEUDOROEGNERIA SPICATA,Synonym,ELYMUS SPICATUS,"synonym already list, at different sites",,,,,,,,,,,0.153771092,,,103.8213416,,0.237714286,,,"RTD, SRL, diam from groot",,,,
PSEUDOSCLEROPODIUM PURUM,Accepted,PSEUDOSCLEROPODIUM PURUM,,,,,,,,,,,,,,,,,,,,,,,,
PSORALEA LANCEOLATA,Accepted,PSORALEA LANCEOLATA,,,,,,,,,,,2.135,,,,,,,,,depth from groot,,,,
PSORALIDIUM TENUIFLORUM,Synonym,PSORALEA TENUIFLORA,Synonym,,,,,,,,,,2.7686,,,,,,,,,depth from groot,,,,
PTERIDIUM AQUILINUM,Accepted,PTERIDIUM AQUILINUM,,,,21.68333333,1.99667,481.8875599,9.852689835,0.001,16.98656271,0.263333333,0.254,0.184848485,,0.298,53.87484386,,0.2511,,,"RootC and N, RTD, SRL, diam from groot",,,,
PTERYXIA HENDERSONII,Accepted,PTERYXIA HENDERSONII,,,,,,,,,,,,,,,,,,,,,,,,
PTILIUM CRISTA-CASTRENSIS,Accepted,PTILIUM CRISTA-CASTRENSIS,,,,,,,,,,,,,,,,,,,,,,,,
PTILOTUS ATRIPLICIFOLIUS,Unresolved,,synonym: Ptilotus sessilifolius,,,,,,,,,,,,,,,,,,,,,,,
PTILOTUS HOLOSERICEUS,Unresolved,,NA,,,,,,,,,,,,,,,,,,,,,,,
PTILOTUS OBOVATUS,Accepted,PTILOTUS OBOVATUS,,54.7722,,,0.566666667,,,3.394,7.440821539,,,,,,,,,,,,,,,
PTILOTUS POLYSTACHYUS,Accepted,PTILOTUS POLYSTACHYUS,,333,,,1,,,1.612333333,9.6,,,,,,,,,,,,,,,
PURSHIA TRIDENTATA,Accepted,PURSHIA TRIDENTATA,,,,21.4,1.8288,,,24.5891058,,,0.508,,,,,,,,,,,,,
QUERCUS ELLIPSOIDALIS,Accepted,QUERCUS ELLIPSOIDALIS,,4403.966623,473.5097778,24.88184444,21,,14.4,1704.66,18.07068773,0.124,,,,,66.5,,,,,RootN and SRL from groot,,,,
QUERCUS FUSIFORMIS,Accepted,QUERCUS FUSIFORMIS,,,,,,,,,,,11.625,,,,,,,,,depth from groot,,,,
QUERCUS GARRYANA,Accepted,QUERCUS GARRYANA,,,,,20.501,,,4688.979915,,,1.0668,,,,,,,,,,,,,
QUERCUS INCANA,Accepted,QUERCUS INCANA,,,,17.5,3.3,,,1000,9.928415767,,,,,,,,,,,,,,,
QUERCUS LAEVIS,Accepted,QUERCUS LAEVIS,,,,17.5,8.284,,,1148.63787,9.0256783,,0.762,,,,,,,,,,,,,
QUERCUS MACROCARPA,Accepted,QUERCUS MACROCARPA,,5925.548238,468.339381,22.33361905,19.05,437.25,10.65875833,6109.482448,17.62680085,0.125235632,0.7112,,,,63.21181567,,0.28756,,,"RootC and N, SRL, diam from groot",,,,
QUERCUS MARILANDICA,Accepted,QUERCUS MARILANDICA,,,,13.786,13.429,,,646.9979296,,,0.6096,,,,,,,,,,,,,
QUERCUS ROBUR,Accepted,QUERCUS ROBUR,,3039.738,478.419374,24.42945338,28.99780993,511.11,6.81818,3026.534722,15.01987684,0.146849383,0.8140625,0.413216648,,0.334603739,36.66267142,827.217233,0.781345345,,,"RootC, depth,RTD, SRL, diam from groot",,,,
QUERCUS RUBRA,Accepted,QUERCUS RUBRA,,5084.883333,,21.26275285,20.46877333,427.1156515,12.0879263,2738.773722,17.85543564,0.139456833,0.9144,0.482531601,,0.382550594,53.57695052,,0.44878502,,,"RootC and N,RTD, SRL, diam from groot",,,,
QUINETIA URVILLEI,Accepted,QUINETIA URVILLEI,,,,,,,,,,,,,,,,,,,,,,,,
RANUNCULUS ACRIS,Accepted,RANUNCULUS ACRIS,,439.0756322,431.3919054,24.40250649,0.455420833,405.129521,11.25,1.544898462,22.35741937,0.299166667,,0.121892828,,0.213686451,139.8527763,,0.35099,,,"RootC, RTD, SRL, Diam from groot",,,,
RANUNCULUS OCCIDENTALIS,Accepted,RANUNCULUS OCCIDENTALIS,,,,,,,,2.501,,,,,,,,,,,,,,,,
RANUNCULUS REPENS,Accepted,RANUNCULUS REPENS,,2549.466667,,23.05293867,0.369253333,386.6762713,9.982096286,5.149056315,29.1838443,0.235833333,0.1524,0.133080484,,0.182175833,217.6519817,,0.412452083,,,"RootC and N,RTD, SRL, diam from groot",,,,
RANUNCULUS ROBERTSONII,Unresolved,,NA,,,,,,,,,,,,,,,,,,,,,,,
RANUNCULUS VICTORIENSIS,Unresolved,,NA,,,,,,,2.8,,,,,,,,,,,,,,,,
RAPHANUS SATIVUS,Synonym,RAPHANUS RAPHANISTRUM,Synonym,10251.69,,,0.715,407.6325,14.825,15.43005882,34.60857143,0.2371,,,,0.117916667,,,,,,RootC and N from groot,thick from Justin,,,
RATIBIDA COLUMNIFERA,Accepted,RATIBIDA COLUMNIFERA,,,,,0.94488,,,0.558143216,,,0.3556,,,,,,,,,,,,,
RHINANTHUS MINOR,Accepted,RHINANTHUS MINOR,,246.6666667,415.6329366,34.3558401,0.395833333,,,2.453437925,18.84206584,0.29275,,,,0.162315964,,,,,,,,,,
RHUS COPALLINUM,Accepted,RHUS COPALLINUM,,,,,1.523547826,,,8.58066287,15.20265619,,0.3556,,,,,,,,,,,,,
RHYNCHOSIDA PHYSOCALYX,Accepted,RHYNCHOSIDA PHYSOCALYX,,,,,,,,,,,,,,,,,,,,,,,,
RHYTIDIADELPHUS LOREUS,Accepted,RHYTIDIADELPHUS LOREUS,,,,,,,,,,,,,,,,,,,,,,,,
RHYTIDIADELPHUS SQUARROSUS,Accepted,RHYTIDIADELPHUS SQUARROSUS,,,,,,,,,,,,,,,,,,,,,,,,
ROBINIA HISPIDA,Accepted,ROBINIA HISPIDA,,,,,,,,17.86333333,,,,,,,,,,,,,,,,
